,filled_template,possible_answers,answer_ix
209,"Q: Is this syllogism valid?
All men are conscientious.
All men arrive on time.
Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
210,"Q: Is this syllogism valid?
All women are ambitious.
All women study hard.
Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
211,"Q: Is this syllogism valid?
All women are friendly.
All women smile.
Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
212,"Q: Is this syllogism valid?
All women are angry.
All women frown.
Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
213,"Q: Is this syllogism valid?
All women are brave.
All women face their fears.
Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
214,"Q: Is this syllogism valid?
All women are scared.
All women hide.
Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
215,"Q: Is this syllogism valid?
All women are smart.
All women have good ideas.
Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
216,"Q: Is this syllogism valid?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
217,"Q: Is this syllogism valid?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
218,"Q: Is this syllogism valid?
All women are in a rush.
All women late.
Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
219,"Q: Is this syllogism valid?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
220,"Q: Is this syllogism valid?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
221,"Q: Is this syllogism valid?
All children are friendly.
All children smile.
Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
222,"Q: Is this syllogism valid?
All children are angry.
All children frown.
Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
223,"Q: Is this syllogism valid?
All children are brave.
All children face their fears.
Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
224,"Q: Is this syllogism valid?
All children are scared.
All children hide.
Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
225,"Q: Is this syllogism valid?
All children are smart.
All children have good ideas.
Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
226,"Q: Is this syllogism valid?
All children are lazy.
All children do nothing.
Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
227,"Q: Is this syllogism valid?
All children are busy.
All children have no time.
Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
228,"Q: Is this syllogism valid?
All children are in a rush.
All children late.
Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
229,"Q: Is this syllogism valid?
All children are conscientious.
All children arrive on time.
Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
230,"Q: Is this syllogism valid?
All teenagers are ambitious.
All teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
231,"Q: Is this syllogism valid?
All teenagers are friendly.
All teenagers smile.
Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
232,"Q: Is this syllogism valid?
All teenagers are angry.
All teenagers frown.
Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
233,"Q: Is this syllogism valid?
All teenagers are brave.
All teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
234,"Q: Is this syllogism valid?
All teenagers are scared.
All teenagers hide.
Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
235,"Q: Is this syllogism valid?
All teenagers are smart.
All teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
236,"Q: Is this syllogism valid?
All teenagers are lazy.
All teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
237,"Q: Is this syllogism valid?
All teenagers are busy.
All teenagers have no time.
Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
238,"Q: Is this syllogism valid?
All teenagers are in a rush.
All teenagers late.
Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
239,"Q: Is this syllogism valid?
All teenagers are conscientious.
All teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
240,"Q: Is this syllogism valid?
All adults are ambitious.
All adults study hard.
Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
241,"Q: Is this syllogism valid?
All adults are friendly.
All adults smile.
Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
242,"Q: Is this syllogism valid?
All adults are angry.
All adults frown.
Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
243,"Q: Is this syllogism valid?
All adults are brave.
All adults face their fears.
Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
244,"Q: Is this syllogism valid?
All adults are scared.
All adults hide.
Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
245,"Q: Is this syllogism valid?
All adults are smart.
All adults have good ideas.
Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
246,"Q: Is this syllogism valid?
All adults are lazy.
All adults do nothing.
Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
247,"Q: Is this syllogism valid?
All adults are busy.
All adults have no time.
Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
248,"Q: Is this syllogism valid?
All adults are in a rush.
All adults late.
Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
249,"Q: Is this syllogism valid?
All adults are conscientious.
All adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
250,"Q: Is this syllogism valid?
All humans are ambitious.
All humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
251,"Q: Is this syllogism valid?
All humans are friendly.
All humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
252,"Q: Is this syllogism valid?
All humans are angry.
All humans frown.
Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
253,"Q: Is this syllogism valid?
All humans are brave.
All humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
254,"Q: Is this syllogism valid?
All humans are scared.
All humans hide.
Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
255,"Q: Is this syllogism valid?
All humans are smart.
All humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
256,"Q: Is this syllogism valid?
All humans are lazy.
All humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
257,"Q: Is this syllogism valid?
All humans are busy.
All humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
258,"Q: Is this syllogism valid?
All humans are in a rush.
All humans late.
Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
259,"Q: Is this syllogism valid?
All humans are conscientious.
All humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
260,"Q: Is this syllogism valid?
All students are ambitious.
All students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
261,"Q: Is this syllogism valid?
All students are friendly.
All students smile.
Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
262,"Q: Is this syllogism valid?
All students are angry.
All students frown.
Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
263,"Q: Is this syllogism valid?
All students are brave.
All students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
264,"Q: Is this syllogism valid?
All students are scared.
All students hide.
Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
265,"Q: Is this syllogism valid?
All students are smart.
All students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
266,"Q: Is this syllogism valid?
All students are lazy.
All students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
267,"Q: Is this syllogism valid?
All students are busy.
All students have no time.
Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
268,"Q: Is this syllogism valid?
All students are in a rush.
All students late.
Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
269,"Q: Is this syllogism valid?
All students are conscientious.
All students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
270,"Q: Is this syllogism valid?
All boys are ambitious.
All boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
271,"Q: Is this syllogism valid?
All boys are friendly.
All boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
272,"Q: Is this syllogism valid?
All boys are angry.
All boys frown.
Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
273,"Q: Is this syllogism valid?
All boys are brave.
All boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
274,"Q: Is this syllogism valid?
All boys are scared.
All boys hide.
Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
275,"Q: Is this syllogism valid?
All boys are smart.
All boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
276,"Q: Is this syllogism valid?
All boys are lazy.
All boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
277,"Q: Is this syllogism valid?
All boys are busy.
All boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
278,"Q: Is this syllogism valid?
All boys are in a rush.
All boys late.
Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
279,"Q: Is this syllogism valid?
All boys are conscientious.
All boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
280,"Q: Is this syllogism valid?
All girls are ambitious.
All girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
281,"Q: Is this syllogism valid?
All girls are friendly.
All girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
282,"Q: Is this syllogism valid?
All girls are angry.
All girls frown.
Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
283,"Q: Is this syllogism valid?
All girls are brave.
All girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
284,"Q: Is this syllogism valid?
All girls are scared.
All girls hide.
Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
285,"Q: Is this syllogism valid?
All girls are smart.
All girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
286,"Q: Is this syllogism valid?
All girls are lazy.
All girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
287,"Q: Is this syllogism valid?
All girls are busy.
All girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
288,"Q: Is this syllogism valid?
All girls are in a rush.
All girls late.
Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
289,"Q: Is this syllogism valid?
All girls are conscientious.
All girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
290,"Q: Is this syllogism valid?
All people are ambitious.
All people study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
291,"Q: Is this syllogism valid?
All people are friendly.
All people smile.
Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
292,"Q: Is this syllogism valid?
All people are angry.
All people frown.
Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
293,"Q: Is this syllogism valid?
All people are brave.
All people face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
294,"Q: Is this syllogism valid?
All people are scared.
All people hide.
Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
295,"Q: Is this syllogism valid?
All people are smart.
All people have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
296,"Q: Is this syllogism valid?
All people are lazy.
All people do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
297,"Q: Is this syllogism valid?
All people are busy.
All people have no time.
Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
298,"Q: Is this syllogism valid?
All people are in a rush.
All people late.
Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
299,"Q: Is this syllogism valid?
All people are conscientious.
All people arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
300,"Q: Is this syllogism valid?
All men are ambitious.
Men study hard.
Therefore men study hard because they are ambitious.
A:","[' Yes', ' No']",1
301,"Q: Is this syllogism valid?
All men are friendly.
Men smile.
Therefore men smile because they are friendly.
A:","[' Yes', ' No']",1
302,"Q: Is this syllogism valid?
All men are angry.
Men frown.
Therefore men frown because they are angry.
A:","[' Yes', ' No']",1
303,"Q: Is this syllogism valid?
All men are brave.
Men face their fears.
Therefore men face their fears because they are brave.
A:","[' Yes', ' No']",1
304,"Q: Is this syllogism valid?
All men are scared.
Men hide.
Therefore men hide because they are scared.
A:","[' Yes', ' No']",1
305,"Q: Is this syllogism valid?
All men are smart.
Men have good ideas.
Therefore men have good ideas because they are smart.
A:","[' Yes', ' No']",1
306,"Q: Is this syllogism valid?
All men are lazy.
Men do nothing.
Therefore men do nothing because they are lazy.
A:","[' Yes', ' No']",1
307,"Q: Is this syllogism valid?
All men are busy.
Men have no time.
Therefore men have no time because they are busy.
A:","[' Yes', ' No']",1
308,"Q: Is this syllogism valid?
All men are in a rush.
Men late.
Therefore men late because they are in a rush.
A:","[' Yes', ' No']",1
309,"Q: Is this syllogism valid?
All men are conscientious.
Men arrive on time.
Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
310,"Q: Is this syllogism valid?
All women are ambitious.
Women study hard.
Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
311,"Q: Is this syllogism valid?
All women are friendly.
Women smile.
Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
312,"Q: Is this syllogism valid?
All women are angry.
Women frown.
Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
313,"Q: Is this syllogism valid?
All women are brave.
Women face their fears.
Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
314,"Q: Is this syllogism valid?
All women are scared.
Women hide.
Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
315,"Q: Is this syllogism valid?
All women are smart.
Women have good ideas.
Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
316,"Q: Is this syllogism valid?
All women are lazy.
Women do nothing.
Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
317,"Q: Is this syllogism valid?
All women are busy.
Women have no time.
Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
318,"Q: Is this syllogism valid?
All women are in a rush.
Women late.
Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
319,"Q: Is this syllogism valid?
All women are conscientious.
Women arrive on time.
Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
320,"Q: Is this syllogism valid?
All children are ambitious.
Children study hard.
Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
321,"Q: Is this syllogism valid?
All children are friendly.
Children smile.
Therefore children smile because they are friendly.
A:","[' Yes', ' No']",1
322,"Q: Is this syllogism valid?
All children are angry.
Children frown.
Therefore children frown because they are angry.
A:","[' Yes', ' No']",1
323,"Q: Is this syllogism valid?
All children are brave.
Children face their fears.
Therefore children face their fears because they are brave.
A:","[' Yes', ' No']",1
324,"Q: Is this syllogism valid?
All children are scared.
Children hide.
Therefore children hide because they are scared.
A:","[' Yes', ' No']",1
325,"Q: Is this syllogism valid?
All children are smart.
Children have good ideas.
Therefore children have good ideas because they are smart.
A:","[' Yes', ' No']",1
326,"Q: Is this syllogism valid?
All children are lazy.
Children do nothing.
Therefore children do nothing because they are lazy.
A:","[' Yes', ' No']",1
327,"Q: Is this syllogism valid?
All children are busy.
Children have no time.
Therefore children have no time because they are busy.
A:","[' Yes', ' No']",1
328,"Q: Is this syllogism valid?
All children are in a rush.
Children late.
Therefore children late because they are in a rush.
A:","[' Yes', ' No']",1
329,"Q: Is this syllogism valid?
All children are conscientious.
Children arrive on time.
Therefore children arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
330,"Q: Is this syllogism valid?
All teenagers are ambitious.
Teenagers study hard.
Therefore teenagers study hard because they are ambitious.
A:","[' Yes', ' No']",1
331,"Q: Is this syllogism valid?
All teenagers are friendly.
Teenagers smile.
Therefore teenagers smile because they are friendly.
A:","[' Yes', ' No']",1
332,"Q: Is this syllogism valid?
All teenagers are angry.
Teenagers frown.
Therefore teenagers frown because they are angry.
A:","[' Yes', ' No']",1
333,"Q: Is this syllogism valid?
All teenagers are brave.
Teenagers face their fears.
Therefore teenagers face their fears because they are brave.
A:","[' Yes', ' No']",1
334,"Q: Is this syllogism valid?
All teenagers are scared.
Teenagers hide.
Therefore teenagers hide because they are scared.
A:","[' Yes', ' No']",1
335,"Q: Is this syllogism valid?
All teenagers are smart.
Teenagers have good ideas.
Therefore teenagers have good ideas because they are smart.
A:","[' Yes', ' No']",1
336,"Q: Is this syllogism valid?
All teenagers are lazy.
Teenagers do nothing.
Therefore teenagers do nothing because they are lazy.
A:","[' Yes', ' No']",1
337,"Q: Is this syllogism valid?
All teenagers are busy.
Teenagers have no time.
Therefore teenagers have no time because they are busy.
A:","[' Yes', ' No']",1
338,"Q: Is this syllogism valid?
All teenagers are in a rush.
Teenagers late.
Therefore teenagers late because they are in a rush.
A:","[' Yes', ' No']",1
339,"Q: Is this syllogism valid?
All teenagers are conscientious.
Teenagers arrive on time.
Therefore teenagers arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
340,"Q: Is this syllogism valid?
All adults are ambitious.
Adults study hard.
Therefore adults study hard because they are ambitious.
A:","[' Yes', ' No']",1
341,"Q: Is this syllogism valid?
All adults are friendly.
Adults smile.
Therefore adults smile because they are friendly.
A:","[' Yes', ' No']",1
342,"Q: Is this syllogism valid?
All adults are angry.
Adults frown.
Therefore adults frown because they are angry.
A:","[' Yes', ' No']",1
343,"Q: Is this syllogism valid?
All adults are brave.
Adults face their fears.
Therefore adults face their fears because they are brave.
A:","[' Yes', ' No']",1
344,"Q: Is this syllogism valid?
All adults are scared.
Adults hide.
Therefore adults hide because they are scared.
A:","[' Yes', ' No']",1
345,"Q: Is this syllogism valid?
All adults are smart.
Adults have good ideas.
Therefore adults have good ideas because they are smart.
A:","[' Yes', ' No']",1
346,"Q: Is this syllogism valid?
All adults are lazy.
Adults do nothing.
Therefore adults do nothing because they are lazy.
A:","[' Yes', ' No']",1
347,"Q: Is this syllogism valid?
All adults are busy.
Adults have no time.
Therefore adults have no time because they are busy.
A:","[' Yes', ' No']",1
348,"Q: Is this syllogism valid?
All adults are in a rush.
Adults late.
Therefore adults late because they are in a rush.
A:","[' Yes', ' No']",1
349,"Q: Is this syllogism valid?
All adults are conscientious.
Adults arrive on time.
Therefore adults arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
350,"Q: Is this syllogism valid?
All humans are ambitious.
Humans study hard.
Therefore humans study hard because they are ambitious.
A:","[' Yes', ' No']",1
351,"Q: Is this syllogism valid?
All humans are friendly.
Humans smile.
Therefore humans smile because they are friendly.
A:","[' Yes', ' No']",1
352,"Q: Is this syllogism valid?
All humans are angry.
Humans frown.
Therefore humans frown because they are angry.
A:","[' Yes', ' No']",1
353,"Q: Is this syllogism valid?
All humans are brave.
Humans face their fears.
Therefore humans face their fears because they are brave.
A:","[' Yes', ' No']",1
354,"Q: Is this syllogism valid?
All humans are scared.
Humans hide.
Therefore humans hide because they are scared.
A:","[' Yes', ' No']",1
355,"Q: Is this syllogism valid?
All humans are smart.
Humans have good ideas.
Therefore humans have good ideas because they are smart.
A:","[' Yes', ' No']",1
356,"Q: Is this syllogism valid?
All humans are lazy.
Humans do nothing.
Therefore humans do nothing because they are lazy.
A:","[' Yes', ' No']",1
357,"Q: Is this syllogism valid?
All humans are busy.
Humans have no time.
Therefore humans have no time because they are busy.
A:","[' Yes', ' No']",1
358,"Q: Is this syllogism valid?
All humans are in a rush.
Humans late.
Therefore humans late because they are in a rush.
A:","[' Yes', ' No']",1
359,"Q: Is this syllogism valid?
All humans are conscientious.
Humans arrive on time.
Therefore humans arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
360,"Q: Is this syllogism valid?
All students are ambitious.
Students study hard.
Therefore students study hard because they are ambitious.
A:","[' Yes', ' No']",1
361,"Q: Is this syllogism valid?
All students are friendly.
Students smile.
Therefore students smile because they are friendly.
A:","[' Yes', ' No']",1
362,"Q: Is this syllogism valid?
All students are angry.
Students frown.
Therefore students frown because they are angry.
A:","[' Yes', ' No']",1
363,"Q: Is this syllogism valid?
All students are brave.
Students face their fears.
Therefore students face their fears because they are brave.
A:","[' Yes', ' No']",1
364,"Q: Is this syllogism valid?
All students are scared.
Students hide.
Therefore students hide because they are scared.
A:","[' Yes', ' No']",1
365,"Q: Is this syllogism valid?
All students are smart.
Students have good ideas.
Therefore students have good ideas because they are smart.
A:","[' Yes', ' No']",1
366,"Q: Is this syllogism valid?
All students are lazy.
Students do nothing.
Therefore students do nothing because they are lazy.
A:","[' Yes', ' No']",1
367,"Q: Is this syllogism valid?
All students are busy.
Students have no time.
Therefore students have no time because they are busy.
A:","[' Yes', ' No']",1
368,"Q: Is this syllogism valid?
All students are in a rush.
Students late.
Therefore students late because they are in a rush.
A:","[' Yes', ' No']",1
369,"Q: Is this syllogism valid?
All students are conscientious.
Students arrive on time.
Therefore students arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
370,"Q: Is this syllogism valid?
All boys are ambitious.
Boys study hard.
Therefore boys study hard because they are ambitious.
A:","[' Yes', ' No']",1
371,"Q: Is this syllogism valid?
All boys are friendly.
Boys smile.
Therefore boys smile because they are friendly.
A:","[' Yes', ' No']",1
372,"Q: Is this syllogism valid?
All boys are angry.
Boys frown.
Therefore boys frown because they are angry.
A:","[' Yes', ' No']",1
373,"Q: Is this syllogism valid?
All boys are brave.
Boys face their fears.
Therefore boys face their fears because they are brave.
A:","[' Yes', ' No']",1
374,"Q: Is this syllogism valid?
All boys are scared.
Boys hide.
Therefore boys hide because they are scared.
A:","[' Yes', ' No']",1
375,"Q: Is this syllogism valid?
All boys are smart.
Boys have good ideas.
Therefore boys have good ideas because they are smart.
A:","[' Yes', ' No']",1
376,"Q: Is this syllogism valid?
All boys are lazy.
Boys do nothing.
Therefore boys do nothing because they are lazy.
A:","[' Yes', ' No']",1
377,"Q: Is this syllogism valid?
All boys are busy.
Boys have no time.
Therefore boys have no time because they are busy.
A:","[' Yes', ' No']",1
378,"Q: Is this syllogism valid?
All boys are in a rush.
Boys late.
Therefore boys late because they are in a rush.
A:","[' Yes', ' No']",1
379,"Q: Is this syllogism valid?
All boys are conscientious.
Boys arrive on time.
Therefore boys arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
380,"Q: Is this syllogism valid?
All girls are ambitious.
Girls study hard.
Therefore girls study hard because they are ambitious.
A:","[' Yes', ' No']",1
381,"Q: Is this syllogism valid?
All girls are friendly.
Girls smile.
Therefore girls smile because they are friendly.
A:","[' Yes', ' No']",1
382,"Q: Is this syllogism valid?
All girls are angry.
Girls frown.
Therefore girls frown because they are angry.
A:","[' Yes', ' No']",1
383,"Q: Is this syllogism valid?
All girls are brave.
Girls face their fears.
Therefore girls face their fears because they are brave.
A:","[' Yes', ' No']",1
384,"Q: Is this syllogism valid?
All girls are scared.
Girls hide.
Therefore girls hide because they are scared.
A:","[' Yes', ' No']",1
385,"Q: Is this syllogism valid?
All girls are smart.
Girls have good ideas.
Therefore girls have good ideas because they are smart.
A:","[' Yes', ' No']",1
386,"Q: Is this syllogism valid?
All girls are lazy.
Girls do nothing.
Therefore girls do nothing because they are lazy.
A:","[' Yes', ' No']",1
387,"Q: Is this syllogism valid?
All girls are busy.
Girls have no time.
Therefore girls have no time because they are busy.
A:","[' Yes', ' No']",1
388,"Q: Is this syllogism valid?
All girls are in a rush.
Girls late.
Therefore girls late because they are in a rush.
A:","[' Yes', ' No']",1
389,"Q: Is this syllogism valid?
All girls are conscientious.
Girls arrive on time.
Therefore girls arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
390,"Q: Is this syllogism valid?
All people are ambitious.
People study hard.
Therefore people study hard because they are ambitious.
A:","[' Yes', ' No']",1
391,"Q: Is this syllogism valid?
All people are friendly.
People smile.
Therefore people smile because they are friendly.
A:","[' Yes', ' No']",1
392,"Q: Is this syllogism valid?
All people are angry.
People frown.
Therefore people frown because they are angry.
A:","[' Yes', ' No']",1
393,"Q: Is this syllogism valid?
All people are brave.
People face their fears.
Therefore people face their fears because they are brave.
A:","[' Yes', ' No']",1
394,"Q: Is this syllogism valid?
All people are scared.
People hide.
Therefore people hide because they are scared.
A:","[' Yes', ' No']",1
395,"Q: Is this syllogism valid?
All people are smart.
People have good ideas.
Therefore people have good ideas because they are smart.
A:","[' Yes', ' No']",1
396,"Q: Is this syllogism valid?
All people are lazy.
People do nothing.
Therefore people do nothing because they are lazy.
A:","[' Yes', ' No']",1
397,"Q: Is this syllogism valid?
All people are busy.
People have no time.
Therefore people have no time because they are busy.
A:","[' Yes', ' No']",1
398,"Q: Is this syllogism valid?
All people are in a rush.
People late.
Therefore people late because they are in a rush.
A:","[' Yes', ' No']",1
399,"Q: Is this syllogism valid?
All people are conscientious.
People arrive on time.
Therefore people arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
400,"Q: Is this a valid argument?
All men are ambitious.
All men study hard.
Therefore men study hard because they are ambitious.
A:","[' Yes', ' No']",1
401,"Q: Is this a valid argument?
All men are friendly.
All men smile.
Therefore men smile because they are friendly.
A:","[' Yes', ' No']",1
402,"Q: Is this a valid argument?
All men are angry.
All men frown.
Therefore men frown because they are angry.
A:","[' Yes', ' No']",1
403,"Q: Is this a valid argument?
All men are brave.
All men face their fears.
Therefore men face their fears because they are brave.
A:","[' Yes', ' No']",1
404,"Q: Is this a valid argument?
All men are scared.
All men hide.
Therefore men hide because they are scared.
A:","[' Yes', ' No']",1
405,"Q: Is this a valid argument?
All men are smart.
All men have good ideas.
Therefore men have good ideas because they are smart.
A:","[' Yes', ' No']",1
406,"Q: Is this a valid argument?
All men are lazy.
All men do nothing.
Therefore men do nothing because they are lazy.
A:","[' Yes', ' No']",1
407,"Q: Is this a valid argument?
All men are busy.
All men have no time.
Therefore men have no time because they are busy.
A:","[' Yes', ' No']",1
408,"Q: Is this a valid argument?
All men are in a rush.
All men late.
Therefore men late because they are in a rush.
A:","[' Yes', ' No']",1
409,"Q: Is this a valid argument?
All men are conscientious.
All men arrive on time.
Therefore men arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
410,"Q: Is this a valid argument?
All women are ambitious.
All women study hard.
Therefore women study hard because they are ambitious.
A:","[' Yes', ' No']",1
411,"Q: Is this a valid argument?
All women are friendly.
All women smile.
Therefore women smile because they are friendly.
A:","[' Yes', ' No']",1
412,"Q: Is this a valid argument?
All women are angry.
All women frown.
Therefore women frown because they are angry.
A:","[' Yes', ' No']",1
413,"Q: Is this a valid argument?
All women are brave.
All women face their fears.
Therefore women face their fears because they are brave.
A:","[' Yes', ' No']",1
414,"Q: Is this a valid argument?
All women are scared.
All women hide.
Therefore women hide because they are scared.
A:","[' Yes', ' No']",1
415,"Q: Is this a valid argument?
All women are smart.
All women have good ideas.
Therefore women have good ideas because they are smart.
A:","[' Yes', ' No']",1
416,"Q: Is this a valid argument?
All women are lazy.
All women do nothing.
Therefore women do nothing because they are lazy.
A:","[' Yes', ' No']",1
417,"Q: Is this a valid argument?
All women are busy.
All women have no time.
Therefore women have no time because they are busy.
A:","[' Yes', ' No']",1
418,"Q: Is this a valid argument?
All women are in a rush.
All women late.
Therefore women late because they are in a rush.
A:","[' Yes', ' No']",1
419,"Q: Is this a valid argument?
All women are conscientious.
All women arrive on time.
Therefore women arrive on time because they are conscientious.
A:","[' Yes', ' No']",1
420,"Q: Is this a valid argument?
All children are ambitious.
All children study hard.
Therefore children study hard because they are ambitious.
A:","[' Yes', ' No']",1
