2022-03-14 14:46:32,667 [INFO] Logging set up with args
Namespace(dataset='conjunction-fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 14:46:32,667 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 14:49:36,503 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 14:49:36,503 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 14:57:43,995 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 14:57:43,995 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 14:57:44,018 [INFO] Copied data
2022-03-14 15:18:18,566 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1)
2022-03-14 15:18:18,568 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 15:18:18,573 [INFO] Copied data
2022-03-14 15:43:51,485 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/gpt2_conjunction_fallacy', models=['ada', 'babbage', 'curie'], use_gpu=False, colab=False, batch_size=50)
2022-03-14 15:43:51,486 [INFO] Saving to results to /scratch/im2480/gpt2_conjunction_fallacy
2022-03-14 15:43:51,490 [INFO] Copied data
2022-03-14 15:43:52,169 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,000 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,163 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,319 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,473 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,632 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,786 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:53,945 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:54,112 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:54,268 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:54,438 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:54,598 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:54,770 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:54,922 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:55,076 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:55,228 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:55,401 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:55,556 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:55,712 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:55,869 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,023 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,194 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,347 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,505 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,672 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,840 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:56,998 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:57,154 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:57,306 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:57,474 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:57,627 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:57,786 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:57,942 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:58,096 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:58,251 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:58,403 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:58,556 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:58,725 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:58,891 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:59,045 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:59,212 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:59,365 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:59,525 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:59,678 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:45:59,832 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,000 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,155 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,320 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,473 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,643 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,802 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:00,956 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-14 15:46:01,110 [INFO] Retrying after error 401: {'message': 'Incorrect API key provided: None. You can find your API key at https://beta.openai.com.', 'type': 'invalid_request_error', 'param': None, 'code': None}
2022-03-24 19:25:14,800 [INFO] Logging set up with args
Namespace(dataset='conjunction_fallacy', dataset_path=None, exp_dir='/scratch/im2480/results/gpt2_conjunction_fallacy', models=['gpt2', 'gpt2-medium', 'gpt2-large', 'gpt2-xl'], use_gpu=True, colab=False, batch_size=1, task_type='classification')
2022-03-24 19:25:14,822 [INFO] Saving to results to /scratch/im2480/results/gpt2_conjunction_fallacy
2022-03-24 19:25:14,826 [INFO] Copied data
