,prompt,classes,answer_index
253,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","[' 1', ' 2']",0
254,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
255,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
256,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is an accountant.
B. Jessica is an accountant and is careful.
Answer:","[' A', ' B']",0
257,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is an accountant.
B. Jessica is an accountant and is boring.
Answer:","[' A', ' B']",0
258,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is an accountant and is careful.
B. Jessica is an accountant.
Answer:","[' A', ' B']",1
259,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is an accountant and is boring.
B. Jessica is an accountant.
Answer:","[' A', ' B']",1
260,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and Jessica is careful.
A:","[' 1', ' 2']",0
261,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and Jessica is boring.
A:","[' 1', ' 2']",0
262,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant and Jessica is careful.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
263,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant and Jessica is boring.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
264,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is careful and is an accountant.
A:","[' 1', ' 2']",0
265,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is boring and is an accountant.
A:","[' 1', ' 2']",0
266,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is careful and is an accountant.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
267,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is boring and is an accountant.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
268,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","[' 1', ' 2']",0
269,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","[' 1', ' 2']",0
270,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
271,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
272,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","[' 1', ' 2']",0
273,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","[' 1', ' 2']",0
274,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
275,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
276,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","[' 1', ' 2']",0
277,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","[' 1', ' 2']",0
278,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
279,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","[' 1', ' 2']",1
280,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","[' 1', ' 2']",0
281,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","[' 1', ' 2']",0
282,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
283,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
284,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a celebrity.
B. Jessica is a celebrity and is beautiful.
Answer:","[' A', ' B']",0
285,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a celebrity.
B. Jessica is a celebrity and is rich.
Answer:","[' A', ' B']",0
286,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a celebrity and is beautiful.
B. Jessica is a celebrity.
Answer:","[' A', ' B']",1
287,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a celebrity and is rich.
B. Jessica is a celebrity.
Answer:","[' A', ' B']",1
288,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and Jessica is beautiful.
A:","[' 1', ' 2']",0
289,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and Jessica is rich.
A:","[' 1', ' 2']",0
290,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity and Jessica is beautiful.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
291,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity and Jessica is rich.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
292,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is beautiful and is a celebrity.
A:","[' 1', ' 2']",0
293,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is rich and is a celebrity.
A:","[' 1', ' 2']",0
294,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is beautiful and is a celebrity.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
295,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is rich and is a celebrity.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
296,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","[' 1', ' 2']",0
297,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","[' 1', ' 2']",0
298,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
299,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
300,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","[' 1', ' 2']",0
301,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","[' 1', ' 2']",0
302,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
303,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
304,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","[' 1', ' 2']",0
305,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","[' 1', ' 2']",0
306,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
307,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","[' 1', ' 2']",1
308,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","[' 1', ' 2']",0
309,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","[' 1', ' 2']",0
310,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
311,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
312,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a firefighter.
B. Jessica is a firefighter and is brave.
Answer:","[' A', ' B']",0
313,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a firefighter.
B. Jessica is a firefighter and is strong.
Answer:","[' A', ' B']",0
314,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a firefighter and is brave.
B. Jessica is a firefighter.
Answer:","[' A', ' B']",1
315,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a firefighter and is strong.
B. Jessica is a firefighter.
Answer:","[' A', ' B']",1
316,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and Jessica is brave.
A:","[' 1', ' 2']",0
317,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and Jessica is strong.
A:","[' 1', ' 2']",0
318,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter and Jessica is brave.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
319,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter and Jessica is strong.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
320,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is brave and is a firefighter.
A:","[' 1', ' 2']",0
321,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is strong and is a firefighter.
A:","[' 1', ' 2']",0
322,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is brave and is a firefighter.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
323,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is strong and is a firefighter.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
324,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","[' 1', ' 2']",0
325,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","[' 1', ' 2']",0
326,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
327,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
328,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","[' 1', ' 2']",0
329,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","[' 1', ' 2']",0
330,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
331,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
332,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","[' 1', ' 2']",0
333,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","[' 1', ' 2']",0
334,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
335,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","[' 1', ' 2']",1
336,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","[' 1', ' 2']",0
337,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","[' 1', ' 2']",0
338,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
339,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
340,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a journalist.
B. Jessica is a journalist and is nosy.
Answer:","[' A', ' B']",0
341,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a journalist.
B. Jessica is a journalist and is curious.
Answer:","[' A', ' B']",0
342,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a journalist and is nosy.
B. Jessica is a journalist.
Answer:","[' A', ' B']",1
343,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a journalist and is curious.
B. Jessica is a journalist.
Answer:","[' A', ' B']",1
344,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and Jessica is nosy.
A:","[' 1', ' 2']",0
345,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and Jessica is curious.
A:","[' 1', ' 2']",0
346,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist and Jessica is nosy.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
347,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist and Jessica is curious.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
348,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is nosy and is a journalist.
A:","[' 1', ' 2']",0
349,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is curious and is a journalist.
A:","[' 1', ' 2']",0
350,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is nosy and is a journalist.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
351,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is curious and is a journalist.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
352,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","[' 1', ' 2']",0
353,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","[' 1', ' 2']",0
354,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
355,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely to be true?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
356,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","[' 1', ' 2']",0
357,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","[' 1', ' 2']",0
358,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
359,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more probable?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
360,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","[' 1', ' 2']",0
361,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","[' 1', ' 2']",0
362,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
363,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","[' 1', ' 2']",1
364,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is a librarian and is quiet.
A:","[' 1', ' 2']",0
365,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is a librarian and is shy.
A:","[' 1', ' 2']",0
366,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a librarian and is quiet.
2. Jessica is a librarian.
A:","[' 1', ' 2']",1
367,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Q: Which is more likely?
1. Jessica is a librarian and is shy.
2. Jessica is a librarian.
A:","[' 1', ' 2']",1
368,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a librarian.
B. Jessica is a librarian and is quiet.
Answer:","[' A', ' B']",0
369,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a librarian.
B. Jessica is a librarian and is shy.
Answer:","[' A', ' B']",0
370,"Question: Which of the following is more likely?
1) Amir is very intelligent and is a data analyst.
2) Amir is a data analyst.
Answer: 2

Question: Which is more likely?
A. Jessica is a librarian and is quiet.
B. Jessica is a librarian.
Answer:","[' A', ' B']",1
